,original_title,release_year,budget,revenue,profit
5502,After Earth,2013,130000000,243843127,113843127
5504,The Heat,2013,43000000,158674180,115674180
5505,Saving Mr. Banks,2013,35000000,112544580,77544580
5506,Kick-Ass 2,2013,28000000,29000000,1000000
5507,Oculus,2013,5000000,44030246,39030246
5508,The Lone Ranger,2013,255000000,89289910,-165710090
5509,Gangster Squad,2013,60000000,105200903,45200903
5510,Identity Thief,2013,35000000,173965010,138965010
5512,Stoker,2013,12000000,12077441,77441
5514,All Is Lost,2013,9000000,6108720,-2891280
5515,Texas Chainsaw 3D,2013,20000000,47241945,27241945
5516,The Spectacular Now,2013,2500000,6854611,4354611
5517,Trance,2013,20000000,24261569,4261569
5518,Anchorman 2: The Legend Continues,2013,50000000,173649015,123649015
5520,Oz: The Great and Powerful,2013,200000000,491868548,291868548
5521,Turbo,2013,135000000,282570682,147570682
5522,Redemption,2013,20000000,8352885,-11647115
5523,Pain & Gain,2013,25000000,86175291,61175291
5526,The Host,2013,44000000,63327201,19327201
5527,Oldboy,2013,30000000,4861022,-25138978
5528,Labor Day,2013,18000000,20275812,2275812
5529,Mama,2013,15000000,146497771,131497771
5531,The Physician,2013,32000000,57284237,25284237
5532,Admission,2013,13000000,18000000,5000000
5534,The Butler,2013,25000000,115922175,90922175
5535,Movie 43,2013,6000000,32438988,26438988
5536,21 & Over,2013,13000000,48065672,35065672
5537,Escape from Planet Earth,2013,40000000,74597643,34597643
5538,Grudge Match,2013,40000000,44907260,4907260
5539,Belle,2013,10900000,16505460,5605460
5541,Machete Kills,2013,12000000,15008161,3008161
5542,Safe Haven,2013,28000000,97594140,69594140
5545,Bad Words,2013,9500000,7800000,-1700000
5546,The Bling Ring,2013,15000000,19145732,4145732
5547,Empire State,2013,11000000,3639345,-7360655
5548,Behind the Candelabra,2013,23000000,15600000,-7400000
5549,Cloudy with a Chance of Meatballs 2,2013,78000000,248384621,170384621
5551,Blue Jasmine,2013,18000000,97505481,79505481
5552,Third Person,2013,28000000,1021398,-26978602
5556,A Haunted House,2013,2500000,60141683,57641683
5557,Only God Forgives,2013,4800000,10337387,5537387
5558,Side Effects,2013,30000000,63372757,33372757
5561,La migliore offerta,2013,13500000,19255873,5755873
5562,The Incredible Burt Wonderstone,2013,30000000,27437881,-2562119
5563,Mud,2013,10000000,21587700,11587700
5567,The Railway Man,2013,18000000,22309223,4309223
5568,Broken City,2013,56000000,19701164,-36298836
5572,Walking With Dinosaurs,2013,80000000,126546518,46546518
5577,Beautiful Creatures,2013,60000000,60052138,52138
5578,The Frozen Ground,2013,27220000,5496951,-21723049
5579,The Smurfs 2,2013,105000000,347434178,242434178
5580,The Immigrant,2013,16000000,5867686,-10132314
5581,42,2013,40000000,95020213,55020213
5582,Lovelace,2013,10000000,1585582,-8414418
5584,The Way Way Back,2013,4600000,23198652,18598652
5585,The Fifth Estate,2013,28000000,8555008,-19444992
5587,Blood Ties,2013,25500000,2415472,-23084528
5588,The Wolverine,2013,120000000,415440673,295440673
5589,Snitch,2013,35000000,42930462,7930462
5590,Free Birds,2013,55000000,110000000,55000000
5591,Nebraska,2013,12000000,17654912,5654912
5593,Scary Movie 5,2013,20000000,78378744,58378744
5598,Man of Tai Chi,2013,25000000,2054941,-22945059
5599,Baggage Claim,2013,8500000,22456509,13956509
5603,August: Osage County,2013,25000000,74188937,49188937
5615,Before Midnight,2013,3000000,11176469,8176469
5618,Paranormal Activity: The Marked Ones,2013,5000000,86362372,81362372
5624,Jobs,2013,12000000,35931410,23931410
5625,Dark Skies,2013,3500000,25174316,21674316
5626,In a World...,2013,1000000,2963902,1963902
5628,Paranoia,2013,35000000,13785015,-21214985
5636,Repentance,2013,5000000,1189612,-3810388
5644,Out of the Furnace,2013,22000000,15400000,-6600000
5645,The To Do List,2013,1500000,3566225,2066225
5650,Fast & Furious 6,2013,160000000,788679850,628679850
5656,Battle of the Year,2013,20000000,16549477,-3450523
5673,Khumba,2013,20000000,27187375,7187375
5679,Black Nativity,2013,17500000,7018189,-10481811
5713,Phantom,2013,10000000,1034589,-8965411
5722,Wolf Creek 2,2013,8000000,9630444,1630444
5727,Metallica: Through the Never,2013,18000000,7972967,-10027033
5732,Legends of Oz: Dorothy's Return,2013,70000000,18662027,-51337973
5741,Austenland,2013,4900000,2159041,-2740959
5746,The East,2013,6500000,2401510,-4098490
5750,The Best Man Holiday,2013,17000000,71625195,54625195
5772,The Young and Prodigious T.S. Spivet,2013,33000000,9494789,-23505211
5812,Parkland,2013,10000000,653651,-9346349
5833,The Last Exorcism Part II,2013,5000000,15179302,10179302
5837,What Maisie Knew,2013,6000000,1066471,-4933529
5840,Mandela: Long Walk to Freedom,2013,35000000,27330000,-7670000
5846,Philomena,2013,12000000,100129872,88129872
5860,Diana,2013,15000000,21766271,6766271
5875,Gimme Shelter,2013,7500000,1359910,-6140090
5903,Getaway,2013,18000000,10501938,-7498062
5932,Nothing Left to Fear,2013,3000000,1675381,-1324619
6010,Home Run,2013,1200000,2861020,1661020
6041,The Internship,2013,58000000,44000000,-14000000
6065,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,2013,30000000,68129518,38129518
6081,Back to the Future,1985,19000000,381109762,362109762
6082,The Breakfast Club,1985,1000000,51525171,50525171
6083,Ladyhawke,1985,20000000,18432000,-1568000
6084,Mad Max Beyond Thunderdome,1985,12305523,36230219,23924696
6085,A View to a Kill,1985,30000000,152427960,122427960
6086,Legend,1985,25000000,15502112,-9497888
6087,The Goonies,1985,19000000,61389680,42389680
6088,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,3000000,29999213,26999213
6089,Rambo: First Blood Part II,1985,44000000,300400432,256400432
6090,Out of Africa,1985,31000000,128499205,97499205
6091,Rocky IV,1985,31000000,300473716,269473716
6093,The Black Cauldron,1985,25000000,21288692,-3711308
6094,The Color Purple,1985,15000000,146292009,131292009
6095,Commando,1985,10000000,57500000,47500000
6097,The Return of the Living Dead,1985,4000000,14237000,10237000
6098,Witness,1985,12000000,68706993,56706993
6102,Fright Night,1985,9000000,24922237,15922237
6105,Red Sonja,1985,17900000,6948633,-10951367
6106,Day of the Dead,1985,3500000,34000000,30500000
6107,Clue: The Movie,1985,15000000,14643997,-356003
6108,Friday the 13th: A New Beginning,1985,2200000,21930418,19730418
6109,Santa Claus: The Movie,1985,50000000,23717291,-26282709
6116,The Purple Rose of Cairo,1985,15000000,10631333,-4368667
6119,The Jewel of the Nile,1985,25000000,96773200,71773200
6121,Re-Animator,1985,900000,2023414,1123414
6122,Porky's Revenge,1985,9000000,20518905,11518905
6129,After Hours,1985,4500000,10609321,6109321
6130,Pee-wee's Big Adventure,1985,6000000,40940662,34940662
6137,Brewster's Millions,1985,20000000,45833132,25833132
6152,Desperately Seeking Susan,1985,5000000,27400000,22400000
6156,Runaway Train,1985,9000000,7936012,-1063988
6161,Return to Oz,1985,25000000,11137801,-13862199
6165,Mishima: A Life in Four Chapters,1985,5000000,502758,-4497242
6168,Once Bitten,1985,3200000,10000000,6800000
6172,The Last Dragon,1985,10000000,25754284,15754284
6175,Explorers,1985,25000000,9873044,-15126956
6178,Perfect,1985,19000000,12918858,-6081142
6183,My Beautiful Laundrette,1985,860000,2451545,1591545
6185,Missing in Action 2: The Beginning,1985,2410000,10755447,8345447
6190,Harry Potter and the Goblet of Fire,2005,150000000,895921036,745921036
6191,Batman Begins,2005,150000000,374218673,224218673
6192,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,180000000,748806957,568806957
6193,V for Vendetta,2005,54000000,132511035,78511035
6194,Sin City,2005,40000000,158733820,118733820
6195,Charlie and the Chocolate Factory,2005,150000000,474968763,324968763
6196,Star Wars: Episode III - Revenge of the Sith,2005,113000000,850000000,737000000
6197,The Hitchhiker's Guide to the Galaxy,2005,50000000,104478416,54478416
6198,The Island,2005,126000000,162949164,36949164
6199,Madagascar,2005,75000000,532680671,457680671
6200,Fantastic Four,2005,100000000,330579719,230579719
6201,Constantine,2005,100000000,230427240,130427240
6202,Wedding Crashers,2005,40000000,285176741,245176741
6203,Ã†on Flux,2005,62000000,52304001,-9695999
6204,The Pacifier,2005,56000000,113006880,57006880
6205,War of the Worlds,2005,132000000,591739379,459739379
6206,Memoirs of a Geisha,2005,85000000,162242962,77242962
6207,The 40 Year Old Virgin,2005,26000000,109449237,83449237
6208,Chicken Little,2005,150000000,314432665,164432665
6209,Hitch,2005,70000000,368100420,298100420
6210,Transporter 2,2005,32000000,85167639,53167639
6212,Nanny McPhee,2005,25000000,122489822,97489822
6213,Kingdom of Heaven,2005,130000000,211643158,81643158
6214,Monster-in-Law,2005,43000000,154749918,111749918
6215,King Kong,2005,207000000,550000000,343000000
6216,Be Cool,2005,53000000,95226116,42226116
6217,Into the Blue,2005,50000000,44434439,-5565561
6218,Pride & Prejudice,2005,28000000,121147947,93147947
6219,Brokeback Mountain,2005,14000000,178043761,164043761
6220,Robots,2005,75000000,260696994,185696994
6222,xXx: State of the Union,2005,87000000,71073932,-15926068
6223,The Sisterhood of the Traveling Pants,2005,25000000,39053061,14053061
6224,Mr. & Mrs. Smith,2005,110000000,478207520,368207520
6226,The Legend of Zorro,2005,75000000,142400065,67400065
6227,Lord of War,2005,42000000,24127895,-17872105
6228,Zathura: A Space Adventure,2005,65000000,64321501,-678499
6229,Elektra,2005,43000000,56681566,13681566
6231,Corpse Bride,2005,40000000,117195061,77195061
6232,The Curse of the Were-Rabbit,2005,30000000,192452832,162452832
6233,Rumor Has It...,2005,70000000,88933562,18933562
6235,The Jacket,2005,29000000,21126225,-7873775
6236,Jarhead,2005,72000000,96889998,24889998
6238,Serenity,2005,39000000,38869464,-130536
6239,Saw II,2005,4000000,152925093,148925093
6240,Just Like Heaven,2005,58000000,102854431,44854431
6241,Herbie Fully Loaded,2005,50000000,66002004,16002004
6242,Elizabethtown,2005,57000000,52034889,-4965111
6244,Four Brothers,2005,45000000,92374674,47374674
6245,Hostel,2005,4800000,80578934,75778934
6246,Kiss Kiss Bang Bang,2005,15000000,15785148,785148
6247,Cinderella Man,2005,88000000,108539911,20539911
6248,Match Point,2005,15000000,85306374,70306374
6249,Hoodwinked!,2005,15000000,51053787,36053787
6250,Hide and Seek,2005,25000000,122644820,97644820
6251,Bewitched,2005,85000000,131426169,46426169
6254,Doom,2005,60000000,55987321,-4012679
6256,Cheaper by the Dozen 2,2005,60000000,129181830,69181830
6257,Fever Pitch,2005,30000000,50451307,20451307
6258,Must Love Dogs,2005,30000000,58405313,28405313
6259,Proof,2005,20000000,7535331,-12464669
6260,The Interpreter,2005,80000000,162944923,82944923
6261,The Brothers Grimm,2005,88000000,105316267,17316267
6262,An Unfinished Life,2005,30000000,18618284,-11381716
6263,Hostage,2005,52000000,77944725,25944725
6264,The Dukes of Hazzard,2005,50000000,110803676,60803676
6265,Munich,2005,70000000,130358911,60358911
6266,The Exorcism of Emily Rose,2005,19000000,144216468,125216468
6267,Thank You for Smoking,2005,6500000,24793509,18293509
6268,Deuce Bigalow: European Gigolo,2005,22000000,22400154,400154
6269,Syriana,2005,50000000,94000000,44000000
6271,Derailed,2005,22000000,57479076,35479076
6272,Oliver Twist,2005,50000000,42093706,-7906294
6273,The Skeleton Key,2005,43000000,91974818,48974818
6275,Racing Stripes,2005,30000000,93772522,63772522
6276,"Good Night, and Good Luck.",2005,7000000,54600000,47600000
6277,Coach Carter,2005,30000000,76669806,46669806
6278,A History of Violence,2005,32000000,60740827,28740827
6279,The Amityville Horror,2005,19000000,108047131,89047131
6280,Fun with Dick and Jane,2005,100000000,202026112,102026112
6281,Unleashed,2005,45000000,50871113,5871113
6282,Rebound,2005,45000000,16809014,-28190986
6283,Guess Who,2005,35000000,68915888,33915888
6285,Two for the Money,2005,35000000,30526509,-4473491
6286,Harsh Times,2005,2000000,5967038,3967038
6287,Flightplan,2005,55000000,223387299,168387299
6288,Assault on Precinct 13,2005,30000000,35294470,5294470
6290,Broken Flowers,2005,10000000,45742101,35742101
6291,The Weather Man,2005,20000000,12482775,-7517225
6293,Wolf Creek,2005,1000000,27762648,26762648
6294,Land of the Dead,2005,15000000,46770602,31770602
6297,Walk the Line,2005,28000000,186438883,158438883
6299,A Lot Like Love,2005,30000000,42886719,12886719
6300,Get Rich or Die Tryin',2005,40000000,46442528,6442528
6301,Kicking & Screaming,2005,45000000,56070433,11070433
6302,MirrorMask,2005,4000000,866999,-3133001
6303,Cursed,2005,35000000,19294901,-15705099
6304,Stay,2005,50000000,8342132,-41657868
6305,Ice Princess,2005,25000000,27645491,2645491
6306,The Longest Yard,2005,82000000,190320568,108320568
6307,Waiting...,2005,3000000,18637690,15637690
6308,Are We There Yet?,2005,32000000,97918663,65918663
6309,A Sound of Thunder,2005,80000000,5989640,-74010360
6312,The Fog,2005,18000000,46201432,28201432
6313,Stealth,2005,135000000,76932943,-58067057
6314,The Wedding Date,2005,15000000,47175038,32175038
6315,BloodRayne,2005,25000000,2405420,-22594580
6320,Sahara,2005,130000000,119269486,-10730514
6321,The Matador,2005,10000000,17297244,7297244
6322,Capote,2005,7000000,49084830,42084830
6323,Valiant,2005,35000000,19478106,-15521894
6324,The Constant Gardener,2005,25000000,82466670,57466670
6326,Hard Candy,2005,950000,7022209,6072209
6327,House of Wax,2005,40000000,68766121,28766121
6328,The Great Raid,2005,80000000,10166502,-69833498
6329,Domino,2005,50000000,22944502,-27055498
6332,Beauty Shop,2005,25000000,36351350,11351350
6335,The Adventures of Sharkboy and Lavagirl,2005,50000000,69425966,19425966
6337,The Greatest Game Ever Played,2005,25000000,15431177,-9568823
6341,The Three Burials of Melquiades Estrada,2005,15000000,12036149,-2963851
6344,Cry_Wolf,2005,1000000,10047674,9047674
6345,Goal!: The Dream Begins,2005,30000000,27610873,-2389127
6346,White Noise,2005,10000000,91196419,81196419
6351,The New World,2005,30000000,30536013,536013
6352,Manderlay,2005,14200000,674918,-13525082
6354,Sky High,2005,35000000,86369815,51369815
6356,Red Eye,2005,26000000,57891803,31891803
6365,Everything is Illuminated,2005,7000000,2697930,-4302070
6369,The Ballad of Jack and Rose,2005,1500000,712294,-787706
6370,"Yours, Mine & Ours",2005,45000000,72028752,27028752
6375,The Producers,2005,45000000,38058335,-6941665
6377,Romanzo criminale,2005,818418,4851244,4032826
6379,Hustle & Flow,2005,8000000,22201636,14201636
6380,Transamerica,2005,1000000,13350369,12350369
6384,Alone in the Dark,2005,20000000,10442808,-9557192
6385,Boogeyman,2005,20000000,67192859,47192859
6386,Les PoupÃ©es Russes,2005,13000000,23727301,10727301
6399,The Cave,2005,30000000,15007991,-14992009
6400,Rent,2005,40000000,31670620,-8329380
6406,The Squid and the Whale,2005,1500000,11098131,9598131
6420,Inside Deep Throat,2005,2000000,653621,-1346379
6424,Tau man ji D,2005,1549000,7096000,5547000
6435,Shopgirl,2005,10284523,11588205,1303682
6437,North Country,2005,35000000,25224242,-9775758
6446,Down in the Valley,2005,8000000,852872,-7147128
6449,Bad News Bears,2005,30000000,34252847,4252847
6464,Because of Winn-Dixie,2005,14000000,32645546,18645546
6467,Lords of Dogtown,2005,25000000,13411957,-11588043
6469,The Proposition,2005,2000000,5048693,3048693
6475,The Lost City,2005,9600000,4386236,-5213764
6480,Dark Water,2005,30000000,25473093,-4526907
6500,Dave Chappelle's Block Party,2005,3000000,11718595,8718595
6502,Bee Season,2005,14000000,6856989,-7143011
6507,Maurice Richard,2005,8000000,2019009,-5980991
6539,Tsotsi,2005,3000000,9879971,6879971
6554,Underworld: Evolution,2006,50000000,111340801,61340801
6555,Pirates of the Caribbean: Dead Man's Chest,2006,200000000,1065659812,865659812
6556,Cars,2006,120000000,461983149,341983149
6557,Casino Royale,2006,150000000,599045960,449045960
6558,The Da Vinci Code,2006,125000000,758239851,633239851
6559,Step Up,2006,12000000,114194847,102194847
6560,Ice Age: The Meltdown,2006,80000000,660940780,580940780
6561,Mission: Impossible III,2006,150000000,397850012,247850012
6562,The Devil Wears Prada,2006,35000000,326551094,291551094
6563,The Departed,2006,90000000,289847354,199847354
6564,The Holiday,2006,85000000,194168700,109168700
6565,The Prestige,2006,40000000,109676311,69676311
6566,Night at the Museum,2006,110000000,574480841,464480841
6567,Babel,2006,25000000,135330182,110330182
6568,Children of Men,2006,76000000,69959751,-6040249
6570,Superman Returns,2006,270000000,391081192,121081192
6571,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,18000000,261572744,243572744
6572,Click,2006,82500000,237681299,155181299
6574,The Break-Up,2006,52000000,204999686,152999686
6575,Inside Man,2006,45000000,184376254,139376254
6576,Over the Hedge,2006,80000000,155019340,75019340
6577,Perfume: The Story of a Murderer,2006,50000000,132180323,82180323
6578,Blood Diamond,2006,100000000,170877916,70877916
6580,Crank,2006,12000000,42931041,30931041
6581,Lucky Number Slevin,2006,27000000,56308881,29308881
6582,Eight Below,2006,40000000,120455994,80455994
6583,Final Destination 3,2006,25000000,117719158,92719158
6584,Silent Hill,2006,50000000,97607453,47607453
6585,She's the Man,2006,20000000,33889159,13889159
6586,The Fountain,2006,35000000,15304890,-19695110
6587,Happy Feet,2006,100000000,384335608,284335608
6588,Rocky Balboa,2006,24000000,155721132,131721132
6590,Flushed Away,2006,149000000,64459316,-84540684
6591,The Wild,2006,80000000,37384046,-42615954
6592,DÃ©jÃ  Vu,2006,75000000,180557550,105557550
6593,Eragon,2006,100000000,249288105,149288105
6594,The Lake House,2006,40000000,114830111,74830111
6595,Scary Movie 4,2006,45000000,178262620,133262620
6596,Monster House,2006,75000000,140175006,65175006
6598,Failure to Launch,2006,50000000,88715192,38715192
6599,Apocalypto,2006,40000000,120175290,80175290
6600,The Ant Bully,2006,50000000,55181129,5181129
6601,The Hills Have Eyes,2006,15000000,69623713,54623713
6603,Just My Luck,2006,28000000,38159905,10159905
6604,The Good Shepherd,2006,85000000,59908565,-25091435
6605,Ultraviolet,2006,30000000,31070211,1070211
6607,Miami Vice,2006,135000000,163794509,28794509
6608,John Tucker Must Die,2006,18000000,41009669,23009669
6609,Tristan & Isolde,2006,31000000,28000000,-3000000
6610,Flags of Our Fathers,2006,90000000,65900249,-24099751
6611,Shortbus,2006,2000000,5179037,3179037
6613,Curious George,2006,50000000,69834815,19834815
6614,The Wicker Man,2006,40000000,38755073,-1244927
6615,Smokin' Aces,2006,17000000,57103895,40103895
6617,RV,2006,50000000,87528173,37528173
6619,We Are Marshall,2006,65000000,43545364,-21454636
6620,The Illusionist,2006,40000000,86915017,46915017
6622,Beerfest,2006,17500000,19179969,1679969
6623,The Contract,2006,25000000,5549200,-19450800
6624,All the King's Men,2006,55000000,9450897,-45549103
6626,Big Momma's House 2,2006,40000000,138259062,98259062
6627,Basic Instinct 2,2006,70000000,38629478,-31370522
6628,Clerks II,2006,5000000,26888376,21888376
6629,Talladega Nights: The Ballad of Ricky Bobby,2006,72500000,162966177,90466177
6631,The Pursuit of Happyness,2006,55000000,307077295,252077295
6632,Marie Antoinette,2006,40000000,60474340,20474340
6633,Freedomland,2006,37665000,14655628,-23009372
6637,The Last King of Scotland,2006,6000000,48027970,42027970
6638,Saw III,2006,10000000,163876815,153876815
6640,Nacho Libre,2006,32000000,80197993,48197993
6641,The Black Dahlia,2006,50000000,49111202,-888798
6643,Poseidon,2006,160000000,181674817,21674817
6644,American Dreamz,2006,17000000,7314027,-9685973
6647,Fur: An Imaginary Portrait of Diane Arbus,2006,16800000,2281089,-14518911
6648,"You, Me and Dupree",2006,54000000,130431368,76431368
6649,Little Miss Sunshine,2006,8000000,100523181,92523181
6650,Little Man,2006,64000000,101595121,37595121
6654,Employee of the Month,2006,12000000,38368909,26368909
6655,The Omen,2006,25000000,119188334,94188334
6656,Letters from Iwo Jima,2006,19000000,68673228,49673228
6658,A Scanner Darkly,2006,8500000,5480996,-3019004
6660,Stranger Than Fiction,2006,30000000,53653224,23653224
6661,World Trade Center,2006,63000000,162945894,99945894
6663,A Good Year,2006,35000000,42064105,7064105
6666,Snow Cake,2006,12000000,1381665,-10618335
6667,Itâ€™s a Boy Girl Thing,2006,15500000,7385434,-8114566
6668,Date Movie,2006,20000000,48548426,28548426
6669,Accepted,2006,23000000,38505009,15505009
6671,Open Season,2006,85000000,197309027,112309027
6673,Barnyard,2006,51000000,72779000,21779000
6674,Unknown,2006,3700000,3338228,-361772
6676,Dreamgirls,2006,70000000,154937680,84937680
6677,Snakes on a Plane,2006,33000000,62022014,29022014
6679,Friends with Money,2006,6500000,13368437,6868437
6680,Jackass Number Two,2006,11000000,72778712,61778712
6681,The Guardian,2006,70000000,55011732,-14988268
6684,The Fast and the Furious: Tokyo Drift,2006,85000000,158468292,73468292
6686,Miss Potter,2006,30000000,35078241,5078241
6687,Pulse,2006,38000000,29907685,-8092315
6689,Black Snake Moan,2006,15000000,10903846,-4096154
6690,Goya's Ghosts,2006,50000000,9448082,-40551918
6694,The Hoax,2006,25000000,11772461,-13227539
6695,The Marine,2006,20000000,22165608,2165608
6698,Running with Scissors,2006,12000000,6754898,-5245102
6699,The Shaggy Dog,2006,50000000,61112916,11112916
6700,Stormbreaker,2006,40000000,23937870,-16062130
6701,Madea's Family Reunion,2006,6000000,57231524,51231524
6708,Take the Lead,2006,30000000,34742066,4742066
6709,Zoom,2006,35000000,12506188,-22493812
6714,Aquamarine,2006,12000000,23006849,11006849
6717,Rescue Dawn,2006,10000000,7177143,-2822857
6718,The Wind That Shakes the Barley,2006,6500000,22889018,16389018
6720,16 Blocks,2006,55000000,65664721,10664721
6721,Scoop,2006,4000000,31584901,27584901
6723,Last Holiday,2006,45000000,38399961,-6600039
6725,Notes on a Scandal,2006,15000000,49469904,34469904
6726,United 93,2006,15000000,76286096,61286096
6730,The Queen,2006,15000000,123384128,108384128
6732,The Sentinel,2006,60000000,77920346,17920346
6734,The Good German,2006,32000000,5914908,-26085092
6735,Flyboys,2006,60000000,17800000,-42200000
6738,Running Scared,2006,15000000,9500000,-5500000
6745,Catch and Release,2006,25000000,16158487,-8841513
6746,The Grudge 2,2006,20000000,39143839,19143839
6755,Firewall,2006,45000000,82800000,37800000
6756,Seraphim Falls,2006,18000000,1196307,-16803693
6762,Sherrybaby,2006,2000000,622806,-1377194
6763,Alatriste,2006,24000000,23321954,-678046
6764,Tenacious D in The Pick of Destiny,2006,22000000,13405595,-8594405
6768,Man of the Year,2006,20000000,41237648,21237648
6770,The Covenant,2006,20000000,37597471,17597471
6781,When a Stranger Calls,2006,15000000,66966987,51966987
6782,Infamous,2006,13000000,1151330,-11848670
6783,Another Gay Movie,2006,500000,745327,245327
6786,Dhoom 2,2006,11000000,46396427,35396427
6787,Black Christmas,2006,9000000,21510851,12510851
6788,The Astronaut Farmer,2006,13000000,11130889,-1869111
6795,ATL,2006,20000000,21170563,1170563
6797,Bug,2006,4000000,8059140,4059140
6799,Lady in the Water,2006,75000000,42285169,-32714831
6807,Gridiron Gang,2006,30000000,41480851,11480851
6832,The History Boys,2006,4000000,13401952,9401952
6836,The Namesake,2006,12000000,20138836,8138836
6838,An Inconvenient Truth,2006,1000000,46243000,45243000
6839,Let's Go to Prison,2006,4000000,4630045,630045
6851,This Is England,2006,2380000,8176544,5796544
6857,School for Scoundrels,2006,20000000,17807569,-2192431
6859,Annapolis,2006,26000000,17496992,-8503008
6861,IndigÃ¨nes,2006,14500000,22963701,8463701
6868,Flicka,2006,15000000,21000000,6000000
6871,Stay Alive,2006,9000000,27105095,18105095
6873,The Return,2006,15000000,11992014,-3007986
6883,X-Men: The Last Stand,2006,210000000,234360014,24360014
6890,Who Killed the Electric Car?,2006,1000000,1678874,678874
6896,Akeelah and the Bee,2006,8000000,18948425,10948425
6914,Trailer Park Boys: The Movie,2006,5000000,3833507,-1166493
6925,For Your Consideration,2006,12000000,5542025,-6457975
6962,Harry Potter and the Prisoner of Azkaban,2004,130000000,789804554,659804554
6963,Kill Bill: Vol. 2,2004,30000000,152159461,122159461
6964,Bridget Jones: The Edge of Reason,2004,50000000,40203020,-9796980
6965,Eternal Sunshine of the Spotless Mind,2004,20000000,72258126,52258126
6966,The Notebook,2004,29000000,115603229,86603229
6967,The Incredibles,2004,92000000,631442092,539442092
6968,The Bourne Supremacy,2004,75000000,288500217,213500217
6969,Troy,2004,175000000,497409852,322409852
6970,National Treasure,2004,100000000,347451894,247451894
6971,"I, Robot",2004,120000000,347234916,227234916
6972,50 First Dates,2004,75000000,196482882,121482882
6973,Mean Girls,2004,17000000,129042871,112042871
6974,Van Helsing,2004,160000000,300257475,140257475
6975,Hellboy,2004,66000000,99318987,33318987
6976,The Polar Express,2004,165000000,305875730,140875730
6977,Shrek 2,2004,150000000,919838758,769838758
6978,The Butterfly Effect,2004,13000000,96060858,83060858
6979,Resident Evil: Apocalypse,2004,45000000,129394835,84394835
6980,Ocean's Twelve,2004,110000000,362744280,252744280
6981,Meet the Fockers,2004,80000000,516642939,436642939
6982,The Day After Tomorrow,2004,125000000,544272402,419272402
6983,The Aviator,2004,116000000,102000000,-14000000
6984,Collateral,2004,65000000,217764291,152764291
6985,Shaun of the Dead,2004,4000000,30039392,26039392
6986,Blade: Trinity,2004,65000000,128905366,63905366
6988,The Terminal,2004,60000000,219417255,159417255
6989,Lemony Snicket's A Series of Unfortunate Events,2004,140000000,209073645,69073645
6990,Million Dollar Baby,2004,30000000,216763646,186763646
6991,Garfield,2004,50000000,200804534,150804534
6993,Shark Tale,2004,75000000,367275019,292275019
6994,Sky Captain and the World of Tomorrow,2004,70000000,57958696,-12041304
6996,The SpongeBob SquarePants Movie,2004,30000000,140161792,110161792
6998,Crash,2004,6500000,98410061,91910061
6999,Anchorman: The Legend of Ron Burgundy,2004,26000000,90574188,64574188
7000,13 Going On 30,2004,37000000,96455697,59455697
7001,Ella Enchanted,2004,31000000,27388767,-3611233
7002,The Girl Next Door,2004,25000000,30411183,5411183
7004,Finding Neverland,2004,25000000,116766556,91766556
7005,A Cinderella Story,2004,19000000,70067909,51067909
7006,AVP: Alien vs. Predator,2004,70000000,171183863,101183863
7007,DodgeBall: A True Underdog Story,2004,20000000,167722310,147722310
7008,Banlieue 13,2004,12000000,9584131,-2415869
7009,Alexander,2004,155000000,167298192,12298192
7010,Harold & Kumar Go to White Castle,2004,9000000,23936908,14936908
7011,Saw,2004,1200000,103911669,102711669
7012,Spider-Man 2,2004,200000000,783766341,583766341
7013,EuroTrip,2004,25000000,20796847,-4203153
7014,Man on Fire,2004,70000000,130293714,60293714
7015,Along Came Polly,2004,42000000,171963386,129963386
7016,Closer,2004,27000000,115505027,88505027
7017,The Punisher,2004,33000000,54700105,21700105
7018,Catwoman,2004,100000000,82102379,-17897621
7021,Dawn of the Dead,2004,28000000,102356381,74356381
7023,King Arthur,2004,120000000,203567857,83567857
7024,The Chronicles of Riddick,2004,105000000,115772733,10772733
7025,Spanglish,2004,80000000,55041367,-24958633
7026,Secret Window,2004,40000000,92913171,52913171
7027,Layer Cake,2004,6500000,11850214,5350214
7028,After the Sunset,2004,60000000,61347797,1347797
7029,Thunderbirds,2004,57000000,28283637,-28716363
7030,The Princess Diaries 2: Royal Engagement,2004,40000000,95149435,55149435
7031,The Alamo,2004,145000000,25819961,-119180039
7032,Before Sunset,2004,2700000,15992615,13292615
7033,The Grudge,2004,10000000,183474602,173474602
7034,Cellular,2004,25000000,56422687,31422687
7035,The Manchurian Candidate,2004,80000000,96105964,16105964
7036,The Machinist,2004,5000000,8203235,3203235
7037,Seed of Chucky,2004,12000000,24829644,12829644
7038,Taxi,2004,25000000,36609966,11609966
7039,Alfie,2004,60000000,13395939,-46604061
7041,Shall We Dance?,2004,50000000,170128460,120128460
7042,Jersey Girl,2004,35000000,36098382,1098382
7043,The Stepford Wives,2004,90000000,102000000,12000000
